component,action,start,end,duration,status
sorter,gripper_close,1779780914.5106022,1779780917.5171733,3.0065619945526123,ok
sorter,move_to_home_final,1779780917.517767,1779780926.5559783,9.03820538520813,ok
controller,sorter_total,1779780884.8716981,1779780926.6181784,41.746479511260986,ok
pickplace,move_to_home_initial,1779780926.6621985,1779780933.1878815,6.525677442550659,ok
pickplace,conveyor_belt_running_until_object_detected,1779780933.1972184,1779780934.2604058,1.0631844997406006,ok
pickplace,gripper_open,1779780934.2613144,1779780937.2676837,3.0063631534576416,ok
pickplace,move_to_pick,1779780937.2682657,1779780943.79773,6.529460191726685,ok
pickplace,gripper_close,1779780943.7983074,1779780946.8073273,3.0090172290802,ok
pickplace,move_to_color_sensor,1779780946.8076713,1779780955.837456,9.02977466583252,ok
pickplace,gripper_open,1779780955.8380344,1779780958.846886,3.0088441371917725,ok
pickplace,move_to_home_final,1779780958.8474813,1779780967.8865461,9.03905725479126,ok
pickplace,gripper_close,1779780967.8871396,1779780970.896466,3.0093212127685547,ok
controller,pickplace_total,1779780926.6187184,1779780970.949258,44.33053779602051,ok
controller,colorsensor_total,1779780970.9496737,1779780971.3660264,0.4163529872894287,ok
sorter,move_to_home_initial,1779780971.4005027,1779780977.9238544,6.523344039916992,ok
sorter,gripper_open,1779780977.9244401,1779780980.933561,3.0091140270233154,ok
sorter,move_to_color_sensor,1779780980.9341338,1779780987.4539874,6.519848585128784,ok
sorter,gripper_close,1779780987.4545662,1779780990.46369,3.00911808013916,ok
sorter,throwing_block,1779780990.4642668,1779781000.9969666,10.532695531845093,ok
sorter,gripper_close,1779781000.9975932,1779781004.0031352,3.0055365562438965,ok
sorter,move_to_home_final,1779781004.0036979,1779781013.0328107,9.02910566329956,ok
controller,sorter_total,1779780971.3668523,1779781013.0934339,41.72658014297485,ok
pickplace,move_to_home_initial,1779781013.136423,1779781019.6653402,6.52890944480896,ok
pickplace,conveyor_belt_running_until_object_detected,1779781019.6741264,1779781020.4243414,0.7502133846282959,ok
pickplace,gripper_open,1779781020.425227,1779781023.4346175,3.0093841552734375,ok
pickplace,move_to_pick,1779781023.4352067,1779781029.9653113,6.530097484588623,ok
pickplace,gripper_close,1779781029.9659011,1779781032.9743152,3.008408546447754,ok
pickplace,move_to_color_sensor,1779781032.9748852,1779781042.0142694,9.039377689361572,ok
pickplace,gripper_open,1779781042.0149062,1779781045.024543,3.0096304416656494,ok
pickplace,move_to_home_final,1779781045.0252612,1779781054.0641844,9.038917779922485,ok
pickplace,gripper_close,1779781054.0647793,1779781057.0735312,3.008744478225708,ok
controller,pickplace_total,1779781013.0941074,1779781057.121526,44.027416467666626,ok
controller,colorsensor_total,1779781057.1219058,1779781057.543581,0.4216756820678711,ok
sorter,move_to_home_initial,1779781057.5851808,1779781064.1108618,6.52567458152771,ok
sorter,gripper_open,1779781064.111441,1779781067.1210682,3.009619951248169,ok
sorter,move_to_color_sensor,1779781067.1216924,1779781073.6413963,6.519699573516846,ok
sorter,gripper_close,1779781073.641983,1779781076.6507916,3.008803367614746,ok
sorter,throwing_block,1779781076.6514072,1779781087.194098,10.542686223983765,ok
sorter,gripper_close,1779781087.1946526,1779781090.200962,3.0063037872314453,ok
sorter,move_to_home_final,1779781090.2015915,1779781099.2405095,9.038912773132324,ok
controller,sorter_total,1779781057.5440617,1779781099.2948427,41.75077939033508,ok
pickplace,move_to_home_initial,1779781099.5281768,1779781106.0519097,6.5237274169921875,ok
pickplace,conveyor_belt_running_until_object_detected,1779781106.0618734,1779781107.1308644,1.0689902305603027,ok
pickplace,gripper_open,1779781107.1316295,1779781110.1358333,3.004197359085083,ok
pickplace,move_to_pick,1779781110.1363978,1779781116.6624913,6.526087760925293,ok
pickplace,gripper_close,1779781116.6630745,1779781119.6715126,3.008432626724243,ok
pickplace,move_to_color_sensor,1779781119.6721454,1779781128.7115083,9.039358615875244,ok
pickplace,gripper_open,1779781128.7120962,1779781131.7217805,3.009678840637207,ok
pickplace,move_to_home_final,1779781131.722355,1779781140.7614648,9.039104700088501,ok
pickplace,gripper_close,1779781140.762053,1779781143.7708273,3.008768081665039,ok
controller,pickplace_total,1779781099.2953868,1779781143.8060668,44.51067900657654,ok
controller,colorsensor_total,1779781143.8067024,1779781144.209279,0.4025759696960449,ok
sorter,move_to_home_initial,1779781144.2395291,1779781150.7588174,6.519282102584839,ok
sorter,gripper_open,1779781150.759407,1779781153.768605,3.0091910362243652,ok
sorter,move_to_color_sensor,1779781153.7692535,1779781160.2990546,6.52979588508606,ok
sorter,gripper_close,1779781160.299641,1779781163.3081264,3.008478879928589,ok
sorter,move_to_conveyor,1779781163.3087144,1779781173.8418832,10.533161878585815,ok
sorter,gripper_close,1779781173.8424594,1779781176.8477285,3.005263328552246,ok
sorter,move_to_home_final,1779781176.8483093,1779781185.877984,9.029667615890503,ok
controller,sorter_total,1779781144.2100618,1779781186.1369247,41.92686176300049,ok
pickplace,move_to_home_initial,1779781186.2135634,1779781192.739694,6.5261290073394775,ok
pickplace,conveyor_belt_running_until_object_detected,1779781192.748486,1779781194.862061,2.113569736480713,ok
pickplace,gripper_open,1779781194.8629413,1779781197.8692248,3.0062761306762695,ok
pickplace,move_to_pick,1779781197.869805,1779781204.4000142,6.530203104019165,ok
pickplace,gripper_close,1779781204.4005783,1779781207.408987,3.008404493331909,ok
pickplace,move_to_color_sensor,1779781207.4095562,1779781216.4490576,9.039495706558228,ok
pickplace,gripper_open,1779781216.4496627,1779781219.4593143,3.0096473693847656,ok
pickplace,move_to_home_final,1779781219.4598827,1779781228.4992332,9.039344787597656,ok
pickplace,gripper_close,1779781228.4998214,1779781231.5083244,3.008497953414917,ok
controller,pickplace_total,1779781186.1377552,1779781231.5697165,45.43195939064026,ok
controller,colorsensor_total,1779781231.5701432,1779781231.986842,0.41669726371765137,ok
sorter,move_to_home_initial,1779781232.0471663,1779781238.5764785,6.529305696487427,ok
sorter,gripper_open,1779781238.5771098,1779781241.5859919,3.008875608444214,ok
sorter,move_to_color_sensor,1779781241.586563,1779781248.1060114,6.519442796707153,ok
sorter,gripper_close,1779781248.1065881,1779781251.1163151,3.0097227096557617,ok
sorter,throwing_block,1779781251.1168926,1779781261.6648395,10.54794192314148,ok
sorter,gripper_close,1779781261.66549,1779781264.6695237,3.004028797149658,ok
sorter,move_to_home_final,1779781264.6701117,1779781273.705111,9.034993886947632,ok
controller,sorter_total,1779781231.987699,1779781273.7703462,41.78264856338501,ok
pickplace,move_to_home_initial,1779781273.8249688,1779781280.347021,6.522045373916626,ok
pickplace,conveyor_belt_running_until_object_detected,1779781280.3563929,1779781281.736039,1.379643201828003,ok
pickplace,gripper_open,1779781281.7369275,1779781284.741186,3.0042519569396973,ok
pickplace,move_to_pick,1779781284.7417626,1779781291.267023,6.525254487991333,ok
pickplace,gripper_close,1779781291.2676013,1779781294.276711,3.0091028213500977,ok
pickplace,move_to_color_sensor,1779781294.2773325,1779781303.3167567,9.039417505264282,ok
pickplace,gripper_open,1779781303.3174207,1779781306.3263645,3.008937358856201,ok
pickplace,move_to_home_final,1779781306.3269467,1779781315.3659172,9.038964033126831,ok
pickplace,gripper_close,1779781315.3664978,1779781318.3759835,3.009479284286499,ok
controller,pickplace_total,1779781273.7709866,1779781318.4395635,44.66857647895813,ok
controller,colorsensor_total,1779781318.4400296,1779781318.9038138,0.46378493309020996,ok
sorter,move_to_home_initial,1779781318.953737,1779781325.473788,6.520043849945068,ok
sorter,gripper_open,1779781325.4743788,1779781328.4834518,3.0090677738189697,ok
sorter,move_to_color_sensor,1779781328.4840336,1779781335.0038617,6.519822597503662,ok
sorter,gripper_close,1779781335.0044403,1779781338.0135138,3.009068012237549,ok
sorter,move_to_conveyor,1779781338.0140977,1779781348.5469646,10.532861471176147,ok
sorter,gripper_close,1779781348.5475507,1779781351.5532005,3.005643606185913,ok
sorter,move_to_home_final,1779781351.5537908,1779781360.5826972,9.028906106948853,ok
controller,sorter_total,1779781318.9047117,1779781360.6352248,41.73051643371582,ok
pickplace,move_to_home_initial,1779781360.6848674,1779781367.2050123,6.520136117935181,ok
pickplace,conveyor_belt_running_until_object_detected,1779781367.2143412,1779781368.2768784,1.0625331401824951,ok
pickplace,gripper_open,1779781368.5927,1779781371.5969095,3.0042035579681396,ok
pickplace,move_to_pick,1779781371.5975401,1779781378.1249413,6.527397632598877,ok
pickplace,gripper_close,1779781378.1255689,1779781381.134646,3.0090715885162354,ok
pickplace,move_to_color_sensor,1779781381.1352336,1779781390.174707,9.039466857910156,ok
pickplace,gripper_open,1779781390.1753054,1779781393.1843765,3.009065628051758,ok
pickplace,move_to_home_final,1779781393.1849542,1779781402.2244358,9.039476871490479,ok
pickplace,gripper_close,1779781402.2250106,1779781405.2341208,3.0091044902801514,ok
controller,pickplace_total,1779781360.6354258,1779781405.3028734,44.66744303703308,ok
controller,colorsensor_total,1779781405.303261,1779781405.7305877,0.42732691764831543,ok
sorter,move_to_home_initial,1779781405.7660503,1779781412.2914581,6.5253989696502686,ok
sorter,gripper_open,1779781412.292028,1779781415.2960057,3.0039710998535156,ok
sorter,move_to_color_sensor,1779781415.296607,1779781421.8219042,6.525292158126831,ok
sorter,gripper_close,1779781421.8224845,1779781424.8315058,3.0090174674987793,ok
sorter,throwing_block,1779781424.8320863,1779781435.3649826,10.53289246559143,ok
sorter,gripper_close,1779781435.3655925,1779781438.3712366,3.005638599395752,ok
sorter,move_to_home_final,1779781438.3718498,1779781447.4009118,9.029061794281006,ok
controller,sorter_total,1779781405.731312,1779781447.4489,41.71759009361267,ok
pickplace,move_to_home_initial,1779781447.489507,1779781454.0127838,6.523267984390259,ok
pickplace,conveyor_belt_running_until_object_detected,1779781454.0227804,1779781482.7347846,28.71199607849121,error
